"sku_id","category","name","mrp","discountprecent","availablequantity","discountedsellingprice","weightingms","outofstock","quantity"
670,"Fruits & Vegetables","Onion",25.00,16.00,3,21.00,1000,False,1
671,"Fruits & Vegetables","Tomato Hybrid",42.00,16.00,3,35.00,1000,False,1
712,"Fruits & Vegetables","Guava",54.00,16.00,3,45.00,232,False,4
1511,"Munchies","Popular Essentials Ajwain Whole",50.00,12.00,2,44.00,100,False,100
1941,"Beverages","iD Curd Cup",60.00,0.00,6,60.00,400,False,400
1989,"Beverages","Go Pizza Cheese",140.00,5.00,6,133.00,200,False,200
2421,"Packaged Food","Safal Frozen - Sweet Corn",160.00,5.00,0,152.00,1000,True,1
2672,"Ice Cream & Desserts","Kellogg's Chocos",299.00,10.00,4,269.00,700,False,700
2801,"Ice Cream & Desserts","Top Ramen Masala",91.00,9.00,0,82.00,560,True,560
3180,"Chocolates & Candies","Safal Frozen Corn",41.00,4.00,0,39.00,200,True,200
3324,"Biscuits","Parle Rusk Elaichi",48.00,2.00,6,47.00,300,False,300
3463,"Personal Care","Dabur Amla Hair Oil",88.00,0.00,2,88.00,180,False,180
3657,"Personal Care","Johnson's Baby Oil",115.00,0.00,4,115.00,100,False,100
3778,"Paan Corner","Indulekha Bhringa Hair Oil",432.00,15.00,6,367.00,100,False,100
3850,"Paan Corner","Godrej Protekt",99.00,0.00,3,99.00,750,False,750
4236,"Home & Cleaning","Ariel Matic Liquid Detergent Front Load",250.00,0.00,6,250.00,1000,False,1
672,"Fruits & Vegetables","Tender Coconut",51.00,15.00,3,43.00,58,False,1
673,"Fruits & Vegetables","Coriander Leaves",20.00,15.00,3,17.00,100,False,100
674,"Fruits & Vegetables","Ladies Finger ",14.00,14.00,3,12.00,250,False,250
675,"Fruits & Vegetables","Potato",35.00,17.00,3,29.00,1000,False,1
676,"Fruits & Vegetables","Lemon",75.00,16.00,3,63.00,200,False,200
677,"Fruits & Vegetables","Watermelon ",58.00,15.00,3,49.00,58,False,1
678,"Fruits & Vegetables","Capsicum Green ",23.00,17.00,3,19.00,250,False,250
679,"Fruits & Vegetables","Chilli Green ",19.00,15.00,3,16.00,100,False,100
680,"Fruits & Vegetables","Banana Robusta",29.00,17.00,3,24.00,348,False,6
681,"Fruits & Vegetables","Garlic Indian ",11.00,18.00,3,9.00,100,False,100
682,"Fruits & Vegetables","Cauliflower",26.00,15.00,3,22.00,58,False,1
683,"Fruits & Vegetables","Ginger",14.00,14.00,3,12.00,200,False,200
684,"Fruits & Vegetables","Spinach",19.00,15.00,3,16.00,250,False,250
685,"Fruits & Vegetables","Muskmelon",42.00,16.00,3,35.00,58,False,1
686,"Fruits & Vegetables","Cabbage ",15.00,13.00,3,13.00,58,False,1
687,"Fruits & Vegetables","Methi",30.00,16.00,3,25.00,250,False,250
688,"Fruits & Vegetables","Broccoli",36.00,16.00,3,30.00,500,False,500
689,"Fruits & Vegetables","Sapota",30.00,16.00,3,25.00,348,False,6
690,"Fruits & Vegetables","Onion",68.00,16.00,3,57.00,3000,False,3
691,"Fruits & Vegetables","Potato",100.00,16.00,3,84.00,3000,False,3
692,"Fruits & Vegetables","Orange Nagpur",82.00,15.00,3,69.00,232,False,4
693,"Fruits & Vegetables","Mint Leaves ",11.00,18.00,3,9.00,100,False,100
694,"Fruits & Vegetables","Beans French",33.00,15.00,3,28.00,250,False,250
695,"Fruits & Vegetables","Bottle Gourd ",26.00,15.00,3,22.00,58,False,1
696,"Fruits & Vegetables","Banana Elaichi ",58.00,15.00,3,49.00,348,False,6
697,"Fruits & Vegetables","Coconut Big",36.00,16.00,3,30.00,58,False,1
698,"Fruits & Vegetables","Curry Leaves",13.00,15.00,3,11.00,50,False,50
699,"Fruits & Vegetables","Brinjal Bharta",19.00,15.00,3,16.00,58,False,1
700,"Fruits & Vegetables","Lettuce Iceberg",25.00,16.00,3,21.00,250,False,250
701,"Fruits & Vegetables","Papaya",54.00,16.00,3,45.00,58,False,1
702,"Fruits & Vegetables","Apple Shimla",142.00,16.00,3,119.00,232,False,4
703,"Fruits & Vegetables","Bitter Gourd",18.00,16.00,3,15.00,250,False,250
704,"Fruits & Vegetables","Brinjal Small",18.00,16.00,3,15.00,250,False,250
705,"Fruits & Vegetables","Sweet Corn",36.00,16.00,3,30.00,116,False,2
706,"Fruits & Vegetables","Spring Onion ",18.00,16.00,3,15.00,250,False,250
707,"Fruits & Vegetables","Bell Peppers Red & Yellow ",118.00,16.00,3,99.00,116,False,2
708,"Fruits & Vegetables","Pomegranate ",106.00,16.00,3,89.00,116,False,2
709,"Fruits & Vegetables","Sweet Lime",30.00,16.00,3,25.00,116,False,2
710,"Fruits & Vegetables","Baby Potato",19.00,15.00,3,16.00,500,False,500
711,"Fruits & Vegetables","Coccinia",32.00,15.00,3,27.00,250,False,250
713,"Fruits & Vegetables","Apple Washington",177.00,15.00,3,149.00,232,False,4
714,"Fruits & Vegetables","Amla",32.00,15.00,3,27.00,250,False,250
715,"Fruits & Vegetables","Beans Cluster",30.00,16.00,3,25.00,250,False,250
716,"Fruits & Vegetables","Apple Royal Gala",189.00,15.00,3,159.00,232,False,4
717,"Fruits & Vegetables","Chilli Bhaji",30.00,16.00,3,25.00,250,False,250
718,"Fruits & Vegetables","Lettuce Green",23.00,17.00,3,19.00,100,False,100
719,"Fruits & Vegetables","Baby Corn Peeled",35.00,17.00,3,29.00,250,False,250
720,"Fruits & Vegetables","Mixed Sprouts",35.00,17.00,3,29.00,200,False,200
721,"Fruits & Vegetables","Zucchini Green",35.00,17.00,3,29.00,250,False,250
722,"Fruits & Vegetables","Beans Broad",42.00,16.00,3,35.00,250,False,250
723,"Fruits & Vegetables","Raw Banana",20.00,15.00,6,17.00,500,False,500
724,"Fruits & Vegetables","Colocasia ",29.00,17.00,6,24.00,500,False,500
725,"Fruits & Vegetables","Tomato Cherry ",35.00,17.00,3,29.00,200,False,200
726,"Fruits & Vegetables","Sweet Potato ",38.00,15.00,3,32.00,500,False,500
727,"Fruits & Vegetables","Pineapple Slice",89.00,15.00,3,75.00,200,False,200
728,"Fruits & Vegetables","Orange",54.00,16.00,3,45.00,116,False,2
729,"Fruits & Vegetables","Dragon Fruit Imported",70.00,15.00,3,59.00,58,False,1
730,"Fruits & Vegetables","Zucchini Yellow",42.00,16.00,3,35.00,250,False,500
731,"Fruits & Vegetables","Apple Kinnaur",142.00,16.00,6,119.00,232,False,4
732,"Fruits & Vegetables","Pineapple",94.00,15.00,3,79.00,58,False,1
733,"Fruits & Vegetables","Basil",20.00,15.00,3,17.00,100,False,100
734,"Fruits & Vegetables","Parsley",17.00,17.00,3,14.00,100,False,100
735,"Fruits & Vegetables","Ridge Gourd",30.00,16.00,3,25.00,500,False,500
736,"Fruits & Vegetables","Papaya Cut",46.00,15.00,3,39.00,200,False,200
737,"Fruits & Vegetables","Pomegranate Peeled",58.00,15.00,2,49.00,100,False,100
738,"Fruits & Vegetables","Pear Green Imported",82.00,15.00,3,69.00,116,False,2
739,"Fruits & Vegetables","Guava Thai",70.00,15.00,3,59.00,116,False,2
740,"Fruits & Vegetables","Lettuce Red",20.00,15.00,3,17.00,100,False,100
741,"Fruits & Vegetables","Mango Raw",60.00,16.00,3,50.00,500,False,500
742,"Fruits & Vegetables","Biryani /Pulav Mix",58.00,15.00,3,49.00,250,False,250
743,"Fruits & Vegetables","Banana Nendran",54.00,16.00,6,45.00,500,False,500
744,"Fruits & Vegetables","Pumpkin Cut",30.00,16.00,3,25.00,200,False,200
745,"Fruits & Vegetables","Banana Red",54.00,16.00,6,45.00,500,False,500
746,"Fruits & Vegetables","Radish White",23.00,17.00,6,19.00,500,False,500
747,"Fruits & Vegetables","Avocado Indian Premium",177.00,15.00,3,149.00,58,False,1
748,"Fruits & Vegetables","Banana Leaf",12.00,16.00,2,10.00,58,False,1
749,"Fruits & Vegetables","Sponge Gourd",25.00,16.00,2,21.00,300,False,300
750,"Fruits & Vegetables","Zama Organics Carrot",20.00,15.00,3,17.00,250,False,250
751,"Fruits & Vegetables","Safal Frozen - Mixed Vegetables",110.00,4.00,2,105.00,1000,False,1
752,"Fruits & Vegetables","Zama Organics Sweet Potato",37.00,16.00,3,31.00,250,False,250
753,"Fruits & Vegetables","Beetroot",16.00,18.00,3,13.00,500,False,500
754,"Fruits & Vegetables","Capsicum",26.00,19.00,3,21.00,500,False,500
755,"Fruits & Vegetables","Carrot",19.00,21.00,3,15.00,500,False,500
756,"Fruits & Vegetables","Garlic",17.00,23.00,3,13.00,200,False,200
757,"Fruits & Vegetables","Carrot",13.00,15.00,0,11.00,250,True,200
758,"Fruits & Vegetables","Beetroot",11.00,18.00,0,9.00,250,True,250
759,"Fruits & Vegetables","Moong Sprouts",35.00,17.00,0,29.00,200,True,200
760,"Fruits & Vegetables","Safal Frozen Mixed Vegetables",60.00,5.00,0,57.00,500,True,500
761,"Fruits & Vegetables","Safal Frozen Corn",41.00,4.00,0,39.00,200,True,200
762,"Fruits & Vegetables","Safal Frozen - Sweet Corn",160.00,5.00,0,152.00,1000,True,1
763,"Cooking Essentials","Maggi 2 Minute Masala Noodles",12.00,0.00,6,12.00,70,False,70
764,"Cooking Essentials","iD Idli & Dosa Batter ",80.00,15.00,6,68.00,1000,False,1
765,"Cooking Essentials","Tata Salt",24.00,0.00,6,24.00,1000,False,1
766,"Cooking Essentials","Arden Eggs White",97.00,0.00,4,97.00,696,False,12
767,"Cooking Essentials","Arden Eggs White",65.00,15.00,4,55.00,348,False,6
768,"Cooking Essentials","Fortune Sunlite Refined Sunflower (Pouch)",230.00,4.00,6,219.00,1000,False,1
769,"Cooking Essentials","Aashirvaad Superior MP Atta",250.00,2.00,6,245.00,5000,False,5
770,"Cooking Essentials","Amul Pure Ghee (Pouch)",255.00,2.00,6,249.00,500,False,500
771,"Cooking Essentials","Arden Eggs Brown",85.00,7.00,4,79.00,348,False,6
772,"Cooking Essentials","Tata Salt Lite",40.00,10.00,6,36.00,1000,False,1
773,"Cooking Essentials","Saffola Gold Oil (Pouch)",215.00,0.00,6,215.00,1000,False,1
774,"Cooking Essentials","Fortune Sunlite Refined Sunflower (Jar)",925.00,0.00,6,925.00,5000,False,5
775,"Cooking Essentials","Fortune Rice Bran (Pouch)",225.00,11.00,6,199.00,1000,False,1
776,"Cooking Essentials","Saffola Active Oil",210.00,0.00,6,210.00,1000,False,1
777,"Cooking Essentials","Amul Pure Ghee (Pouch)",505.00,1.00,2,499.00,1000,False,1
778,"Cooking Essentials","Aashirvaad Atta",460.00,13.00,6,399.00,10000,False,10
779,"Cooking Essentials","Popular Essentials Toor Dal (Un-Polished)",160.00,6.00,4,149.00,1000,False,1
780,"Cooking Essentials","Amul Ghee (Tin)",520.00,2.00,6,509.00,1000,False,1
781,"Cooking Essentials","Amul Fresh Cream",197.00,3.00,3,191.00,1000,False,1
782,"Cooking Essentials","Popular Essentials Pure Jaggery",50.00,2.00,6,49.00,450,False,450
783,"Cooking Essentials","Aashirvaad Multigrain Atta",64.00,3.00,2,62.00,1000,False,1
784,"Cooking Essentials","Fortune Soyabean Oil",1005.00,0.00,6,999.00,5000,False,5
785,"Cooking Essentials","Popular Essentials Sunflower Seeds",25.00,0.00,6,25.00,50,False,50
786,"Cooking Essentials","Tata Sampann kabuli chana",185.00,1.00,4,183.00,1000,False,500
787,"Cooking Essentials","Dhara Groundnut Oil (Pouch)",230.00,11.00,6,203.00,1000,False,1
788,"Cooking Essentials","Dhara Health Refined Sun Flower Oil Jar",1200.00,18.00,6,984.00,5000,False,5
789,"Cooking Essentials","24 Mantra Organic Jaggery Powder",80.00,15.00,6,68.00,500,False,500
790,"Cooking Essentials","Tata Sampann High Protien Kabuli Chana",94.00,0.00,1,94.00,500,False,500
791,"Cooking Essentials","Dhara Kachi Ghani Mustard Oil Jar",1250.00,8.00,6,1143.00,5000,False,5
792,"Cooking Essentials","D'lecta Dairy Cream",54.00,5.00,6,51.00,200,False,200
793,"Cooking Essentials","Ching's Secret Instant Hot Garlic Noodles",15.00,0.00,3,15.00,60,False,60
794,"Cooking Essentials","Dabur Ginger Garlic Paste",25.00,8.00,3,23.00,100,False,100
795,"Cooking Essentials","Ching's Secret Instant Schezwan Noodles",15.00,0.00,6,15.00,60,False,60
796,"Cooking Essentials","Gowardhan Ghee/Tuppa Jar",315.00,1.00,6,309.00,500,False,500
797,"Cooking Essentials","Tata Sampann Unpolished Moong Dal ",92.00,4.00,4,88.00,500,False,500
798,"Cooking Essentials","Aashirvaad Select Atta",64.00,0.00,6,64.00,1000,False,1
799,"Cooking Essentials","Popular Essentials Misri Dana (Diamond Sugar) ",15.00,0.00,4,15.00,100,False,100
800,"Cooking Essentials","Gowardhan Ghee Jar",598.00,3.00,6,579.00,1000,False,1
801,"Cooking Essentials","Top Ramen  Noodles Curry Veg Pouch",20.00,0.00,1,20.00,70,False,70
802,"Cooking Essentials","Popular Essentials Refined Sugar",60.00,0.00,6,60.00,1000,False,1
803,"Cooking Essentials","Fortune Kachi Ghani Mustard Oil Bottle",216.00,7.00,6,199.00,1000,False,1
804,"Cooking Essentials","Saffola Veggie Twist Masala Oats",15.00,0.00,6,15.00,38,False,38
805,"Cooking Essentials","Satyam Puffed Rice Kurmura (R)",23.00,0.00,6,23.00,200,False,200
806,"Cooking Essentials","Quaker Oats",79.00,0.00,2,79.00,400,False,400
807,"Cooking Essentials","Aashirvaad Select Sharbati Atta",315.00,10.00,6,283.00,5000,False,5
808,"Cooking Essentials","Popular Essentials Refined Sugar",295.00,10.00,6,265.00,5000,False,5
809,"Cooking Essentials","Gowardhan Cow Ghee Pouch",579.00,10.00,6,521.00,1000,False,1
810,"Cooking Essentials","Dhara Nourish Refined Sunflower Oil Pouch",210.00,5.00,6,199.00,1000,False,1
811,"Cooking Essentials","Parachute Oil ",40.00,7.00,3,37.00,100,False,100
812,"Cooking Essentials","Popular Essentials Plain Puffed Rice (Murmura/Muri)",18.00,0.00,6,18.00,100,False,100
813,"Cooking Essentials","Amul Mithai Mate Condensed Sweetened Milk",56.00,3.00,4,54.00,200,False,200
814,"Cooking Essentials","Saffola Gold (Jar)",1240.00,0.00,6,1240.00,5000,False,5
815,"Cooking Essentials","McCain New Mini Samosa with Cheese Pizza Style Filling",120.00,1.00,3,118.00,240,False,240
816,"Cooking Essentials","Fortune Rice Bran Health Oil (Jar)",1050.00,1.00,6,1039.00,5000,False,5
817,"Cooking Essentials","Arden Desi Eggs",110.00,13.00,4,95.00,348,False,6
818,"Cooking Essentials","Fortune Rozana Basmati Rice",585.00,21.00,6,462.00,5000,False,5
819,"Cooking Essentials","Fortune Biriyani Special Basmati Rice",175.00,0.00,5,175.00,1000,False,1
820,"Cooking Essentials","Everest Garam Masala",78.00,7.00,5,72.00,100,False,100
821,"Cooking Essentials","Popular Essentials Pumpkin Seeds",90.00,16.00,6,75.00,100,False,100
822,"Cooking Essentials","Fortune Soya Health Refined Soybean Oil",210.00,1.00,2,206.00,1000,False,1
823,"Cooking Essentials","Gowardhan Pure Ghee Pouch",295.00,4.00,6,281.00,500,False,500
824,"Cooking Essentials","Popular Essentials Jeera/Cumin Seeds",40.00,5.00,3,38.00,100,False,100
825,"Cooking Essentials","Weikfield Baking Soda",30.00,3.00,6,29.00,100,False,100
826,"Cooking Essentials","Everest Pav Bhaji Masala",37.00,10.00,4,33.00,50,False,50
827,"Cooking Essentials","Tata Sampann Unpolished Chana Dal",95.00,6.00,2,89.00,1000,False,500
828,"Cooking Essentials","Amul Mithai Mate EOE Tin",112.00,2.00,6,109.00,400,False,400
829,"Cooking Essentials","Pillsbury Chakki Fresh Atta",450.00,16.00,6,375.00,10000,False,10
830,"Cooking Essentials","Everest Chicken Masala",39.00,2.00,1,38.00,50,False,50
831,"Cooking Essentials","Dhara Life Refined Ricebran Oil (Pouch)",205.00,7.00,6,190.00,1000,False,1
832,"Cooking Essentials","Borges Extra Virgin Olive Oil",400.00,25.00,1,299.00,250,False,250
833,"Cooking Essentials","Everest Shahi Biryani Masala",70.00,14.00,6,60.00,50,False,50
834,"Cooking Essentials","Popular Essentials Californian Almond",350.00,28.00,6,251.00,250,False,250
835,"Cooking Essentials","Popular Essentials Ajwain Whole",25.00,0.00,4,25.00,50,False,50
836,"Cooking Essentials","Everest Tikhalal Chilli Powder",235.00,9.00,6,212.00,500,False,500
837,"Cooking Essentials","Popular Essentials Kabuli Chana Regular",85.00,9.00,6,77.00,500,False,500
838,"Cooking Essentials","Pillsbury Chakki Fresh Atta",52.00,0.00,4,52.00,1000,False,1
839,"Cooking Essentials","Popular Essentials Saunf/Fennel Seeds",45.00,2.00,6,44.00,100,False,100
840,"Cooking Essentials","Popular Essentials Bansi Sooji",35.00,2.00,3,34.00,500,False,500
841,"Cooking Essentials","Happilo Premium International Queen Kalmi Dates",245.00,29.00,6,172.00,200,False,200
842,"Cooking Essentials","Tata Sampann Unpolished Urad Whole",101.00,6.00,4,94.00,500,False,500
843,"Cooking Essentials","Popular Essentials Cashew Split",325.00,12.00,6,283.00,250,False,250
844,"Cooking Essentials","Popular Essentials Chana Dal (Un-Polished)",60.00,10.00,6,54.00,500,False,500
845,"Cooking Essentials","Tata Sampann Unpolished Rajma (Chitra)",134.00,6.00,6,125.00,500,False,500
846,"Cooking Essentials","Everest Garam Masala",42.00,2.00,2,41.00,50,False,50
847,"Cooking Essentials","Everest Kitchen King Masala",70.00,14.00,2,60.00,100,False,100
848,"Cooking Essentials","24 Mantra Organic Cumin",70.00,7.00,2,65.00,100,False,100
849,"Cooking Essentials","Nestle Milkmaid",132.00,3.00,6,128.00,400,False,400
850,"Cooking Essentials","Popular Essentials Sona Masouri Steam Rice",65.00,9.00,6,59.00,1000,False,1
851,"Cooking Essentials","24 Mantra Organic Tur Dal",260.00,20.00,6,208.00,1000,False,1
852,"Cooking Essentials","Gits Gulab Jamun Instant Dessert Mix",99.00,10.00,6,89.00,200,False,200
853,"Cooking Essentials","Popular Essentials Black Masoor Whole (Un-Polished)",65.00,10.00,3,58.00,500,False,500
854,"Cooking Essentials","24 Mantra Organic Peanuts",135.00,7.00,1,125.00,500,False,500
855,"Cooking Essentials","Everest Hingraj Powder",90.00,10.00,2,81.00,50,False,50
856,"Cooking Essentials","Everest Black Pepper Powder",135.00,14.00,6,115.00,100,False,100
857,"Cooking Essentials","Tata Sampann Masoor Dal Stand",150.00,10.00,4,134.00,1000,False,1
858,"Cooking Essentials","24 Mantra Organic Besan",95.00,7.00,5,88.00,500,False,500
859,"Cooking Essentials","Quaker Oats",199.00,7.00,6,184.00,1000,False,1
860,"Cooking Essentials","Saffola Gold Refined Cooking Oil (Jar)",485.00,7.00,6,449.00,2000,False,2
861,"Cooking Essentials","Nestle Everyday Dairy Whitener",210.00,0.00,4,210.00,400,False,400
862,"Cooking Essentials","24 Mantra Organic Red Poha",75.00,8.00,1,69.00,500,False,500
863,"Cooking Essentials","Everest Powder - Tea Masala",98.00,9.00,5,89.00,100,False,100
864,"Cooking Essentials","Tata Sampann Urad Dal Split",94.00,4.00,6,90.00,500,False,500
865,"Cooking Essentials","Popular Essentials Idli Sooji ",30.00,6.00,6,28.00,500,False,500
866,"Cooking Essentials","Popular Essentials Dessicated Coconut",95.00,9.00,6,86.00,200,False,200
867,"Cooking Essentials","Sunfeast Yippee! Mood Masala Noodles",60.00,28.00,3,43.00,260,False,260
868,"Cooking Essentials","Chef's Basket Durum Wheat Elbow Pasta",160.00,50.00,6,80.00,500,False,500
869,"Cooking Essentials","MTR Breakfast Khatta Meetha Poha Mix",25.00,20.00,6,20.00,60,False,60
870,"Cooking Essentials","Satyam Khobra",113.00,10.00,5,101.00,200,False,200
871,"Cooking Essentials","Betty Crocker Complete Pancake Mix Original",110.00,4.00,6,105.00,250,False,500
872,"Cooking Essentials","Borges Durum Wheat Fusilli Pasta ",250.00,0.00,3,250.00,500,False,500
873,"Cooking Essentials","24 Mantra Organic Green Moong Dal - Split",135.00,0.00,2,135.00,500,False,500
874,"Cooking Essentials","Weikfield Vanilla Flavoured Custard Powder",37.00,0.00,6,37.00,100,False,100
875,"Cooking Essentials","Tata Sampann Moong Dal Split",180.00,1.00,5,178.00,1000,False,200
876,"Cooking Essentials","Tata Sampann Kala Chana",64.00,0.00,5,64.00,500,False,500
877,"Cooking Essentials","Saffola Soya Chunks Mealmaker",50.00,0.00,2,50.00,200,False,200
878,"Cooking Essentials","24 Mantra Bura Sugar (Demerara)",80.00,10.00,6,72.00,500,False,500
879,"Cooking Essentials","Popular Essentials Green Cardamom (Elaichi)",200.00,1.00,6,198.00,50,False,50
880,"Cooking Essentials","Hershey's Syrup Delicious Strawberry",95.00,0.00,1,95.00,200,False,200
881,"Cooking Essentials","Popular Essentials Anjeer",190.00,11.00,4,169.00,100,False,100
882,"Cooking Essentials","Popular Essentials Mustard Seeds Rai Small",20.00,0.00,2,20.00,100,False,100
883,"Cooking Essentials","Weikfield Baking Powder",33.00,3.00,6,32.00,100,False,100
884,"Cooking Essentials","Dabur Honey Squeezy",185.00,9.00,6,167.00,225,False,225
885,"Cooking Essentials","Tata Sampann High Protein Kali Urad",91.00,14.00,6,78.00,500,False,500
886,"Cooking Essentials","Everest Kitchen King Masala",37.00,2.00,6,36.00,50,False,50
887,"Cooking Essentials","Chef's Basket Durum Wheat Fusilli Pasta",160.00,50.00,6,80.00,500,False,500
888,"Cooking Essentials","TilSona Til Oil",180.00,10.00,2,162.00,500,False,500
889,"Cooking Essentials","Top Ramen Chicken Noodles",60.00,10.00,1,54.00,280,False,280
890,"Cooking Essentials","Everest Chaat Masala",35.00,2.00,1,34.00,50,False,50
891,"Cooking Essentials","Keya Wonder Red Hot Chilli Flakes",89.00,10.00,2,80.00,40,False,40
892,"Cooking Essentials","Popular Essentials White Peas (Un-Polished)",80.00,10.00,5,72.00,500,False,500
893,"Cooking Essentials","Chingç´ Secret Chowmein Hakka Noodles Masala ",44.00,0.00,2,44.00,60,False,60
894,"Cooking Essentials","Dhara Filtered Groundnut Oil (Jar)",1050.00,1.00,6,1035.00,5000,False,5
895,"Cooking Essentials","Pillsbury Choco Chip Pancake Mix",99.00,5.00,6,94.00,165,False,165
896,"Cooking Essentials","Hershey's Caramel Syrup",230.00,0.00,1,230.00,623,False,623
897,"Cooking Essentials","Pillsbury Multi Grain Atta",60.00,6.00,3,56.00,1000,False,1
898,"Cooking Essentials","McCain New Mini Samosa with Cheese Corn Style Filling",120.00,1.00,2,118.00,240,False,240
899,"Cooking Essentials","Satyam Puffed Rice Kurmura (A)",43.00,0.00,6,43.00,200,False,200
900,"Cooking Essentials","MTR 3 Min Poha",25.00,0.00,6,25.00,60,False,60
901,"Cooking Essentials","Ching's Manchurian Instant Noodles",15.00,0.00,5,15.00,60,False,60
902,"Cooking Essentials","Everest Pav Bhaji Masala",70.00,0.00,2,70.00,100,False,100
903,"Cooking Essentials","Hershey's Chocolate Flavour Syrup",220.00,6.00,6,205.00,623,False,680
904,"Cooking Essentials","Popular Essentials Dhania (Coriander Seeds)",55.00,16.00,4,46.00,200,False,200
905,"Cooking Essentials","24 Mantra Red Chilly Whole",70.00,7.00,1,65.00,100,False,100
906,"Cooking Essentials","Dabur Honey - World's No.1",120.00,0.00,6,120.00,250,False,250
907,"Cooking Essentials","24 Mantra Organic Puffed Rice",40.00,2.00,6,39.00,200,False,200
908,"Cooking Essentials","24 Mantra Organic Wheat Daliya ",48.00,2.00,2,47.00,500,False,500
909,"Cooking Essentials","24 Mantra Organic Ragi Flour",65.00,20.00,4,52.00,500,False,500
910,"Cooking Essentials","Popular Essentials Cinnamon Whole (Dalchini)",35.00,5.00,6,33.00,25,False,25
911,"Cooking Essentials","Sundrop Super Lite Advanced - Sunflower Oil",215.00,0.00,4,215.00,1000,False,1
912,"Cooking Essentials","Pillsbury Atta/Godihittu - Chakki Fresh",102.00,7.00,4,94.00,2000,False,2
913,"Cooking Essentials","Popular Essentials Green Moong Chilka/Chilka (Un-Polished)",85.00,7.00,5,79.00,500,False,500
914,"Cooking Essentials","Popular Essentials HMT Kolam Steam",75.00,0.00,3,75.00,1000,False,1
915,"Cooking Essentials","Popular Essentials Black Urad Split",80.00,10.00,4,72.00,500,False,500
916,"Cooking Essentials","Keya Oregano",109.00,10.00,5,98.00,9,False,9
917,"Cooking Essentials","Popular Essentials Pink Rajma",100.00,10.00,6,90.00,500,False,500
918,"Cooking Essentials","Everest Chicken Masala",74.00,2.00,6,72.00,100,False,100
919,"Cooking Essentials","Popular Essentials HMT Kolam Steam",370.00,10.00,6,333.00,5000,False,5
920,"Cooking Essentials","Everest Shahi Paneer Masala",42.00,4.00,5,40.00,50,False,50
921,"Cooking Essentials","Godrej Yummiez Chicken Nuggets",325.00,9.00,1,293.00,500,False,500
922,"Cooking Essentials","Flying Bird Vanilla Essence",35.00,2.00,6,34.00,20,False,20
923,"Cooking Essentials","Everest Sabji Masala",30.00,3.00,6,29.00,50,False,50
924,"Cooking Essentials","Popular Essentials Californian Almond",695.00,32.00,6,470.00,500,False,500
925,"Cooking Essentials","Cornitos Cornitos Taco Shells - 4 Inches",110.00,20.00,6,88.00,80,False,80
926,"Cooking Essentials","Everest Rajma Masala",33.00,3.00,5,32.00,50,False,50
927,"Cooking Essentials","Popular Essentials White Til",40.00,5.00,1,38.00,100,False,100
928,"Cooking Essentials","Amul Dark Compound Chocolate Slab",125.00,2.00,6,122.00,500,False,500
929,"Cooking Essentials","Mothers Recipe Papad Chana Masala",79.00,10.00,6,71.00,200,False,200
930,"Cooking Essentials","Ching's Schezwan Masala Instant Noodles",60.00,0.00,1,60.00,240,False,240
931,"Cooking Essentials","Amul Milk Compound Chocolate Slab",110.00,2.00,6,107.00,500,False,500
932,"Cooking Essentials","Eastern Chicken Masala",70.00,7.00,3,65.00,100,False,100
933,"Cooking Essentials","Popular Essentials Methi Seeds",25.00,0.00,5,25.00,100,False,100
934,"Cooking Essentials","Saffola Yummy Masala Noodles ",20.00,0.00,2,20.00,46,False,46
935,"Cooking Essentials","Cadbury Hot Chocolate",175.00,5.00,6,166.00,200,False,200
936,"Cooking Essentials","Ching's Chicken Chilli Masala",10.00,0.00,6,10.00,20,False,20
937,"Cooking Essentials","Dabur Keora water - Authentic flavour for Biryani's and Desserts",62.00,6.00,6,58.00,250,False,250
938,"Cooking Essentials","Popular Essentials Black Cardamom/Elaichi ",100.00,10.00,6,90.00,50,False,50
939,"Cooking Essentials","Popular Essentials Idli Rice",60.00,10.00,4,54.00,1000,False,1
940,"Cooking Essentials","Everest Chole Masala",33.00,3.00,1,32.00,50,False,50
941,"Cooking Essentials","Dabur Hommade Tamarind Paste",48.00,6.00,6,45.00,200,False,200
942,"Cooking Essentials","Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)",35.00,2.00,6,34.00,48,False,48
943,"Cooking Essentials","Popular Essentials Cooking Soda",30.00,10.00,6,27.00,200,False,200
944,"Cooking Essentials","RRO Primio Refined Groundnut Oil Pet Bottle",255.00,6.00,2,239.00,1000,False,1
945,"Cooking Essentials","Everest Pani Puri Masala",31.00,3.00,6,30.00,50,False,50
946,"Cooking Essentials","Nissin Cup Noodles Tangy Tomato",50.00,10.00,2,45.00,70,False,70
947,"Cooking Essentials","Ching's Veg Manchurian Masala",10.00,0.00,2,10.00,20,False,20
948,"Cooking Essentials","Ceres Foods Fish Mustard Instant Liquid Masala",220.00,50.00,6,110.00,200,False,200
949,"Cooking Essentials","Everest Garam Masala",158.00,10.00,6,142.00,200,False,200
950,"Cooking Essentials","24 Mantra Organic Jowar Flour",70.00,7.00,6,65.00,500,False,500
951,"Cooking Essentials","Maggi Coconut Milkpowder",100.00,0.00,6,100.00,100,False,100
952,"Cooking Essentials","On1y Pepper Grinder",159.00,9.00,1,144.00,50,False,50
